"Guid","AccountId","Application__c","Comments","ContactId","Description","IsEscalated","ParentId","Priority","Reason","Status","Subject","SuppliedCompany","SuppliedName","SuppliedPhone","Type","TypeDetail__c"
c4f0c990-a947-4f03-b5a8-77ed690d5cba,ad48ae08-4283-4a81-900b-aba0fca70c8f,"#N/A","#N/A",c8041a8c-1ca0-418c-8f5d-f2a5887eaee4,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Approved,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c502320c-30e2-41b1-8748-812fc766e2d0,77db7c43-9128-47ae-ad16-952ed8c78e5d,"#N/A","#N/A",db9a6ac0-cb7a-4f37-b933-3cc1ba71ceba,EMEA Case,false,"#N/A",Medium,User didn't attend training,Closed,How to use parameters,"#N/A","#N/A","#N/A",Problem,"#N/A"
c5141a05-e6a2-4cad-b4f0-a06830b2c4c9,f9d1f544-2273-4078-834a-f06e0cb3cdf2,"#N/A","#N/A",1a26c640-25f0-4cee-8d45-20bbc8c9f8c3,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
c5430347-9e31-4e57-bef6-9998aa4cfd8a,095d5341-f4bb-436e-8119-58e03d382c41,"#N/A","#N/A",ffc8d252-8c0d-4644-802d-da01a823a04d,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Closed,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c550d229-acdb-4cf1-a2a3-41146627de01,3c898fe5-4f40-4010-9f71-409302d54d8f,"#N/A","#N/A",8cf724b6-c08e-4542-8660-5c16932e8f7e,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c57dc754-e7e6-431b-825e-2a01b38f5f0d,750734f6-cd28-4a15-9f84-0c4d14d92c4c,"#N/A","#N/A",920e5348-bfb4-4848-9ec2-05383621faad,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c5878366-7ef7-424f-ac43-c6c27b5f25ea,71698a15-c5ed-4676-a95c-2e7e79a4bf48,"#N/A","#N/A",4cf1f411-72de-46c2-91ae-d264774fdd54,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c5accda8-2c14-452e-9dcd-c9197c110301,50505259-f3bc-4358-a1c2-34f1a8b590df,"#N/A","#N/A",0bced117-1e65-45d9-8c93-579b47bd19f7,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Escalated,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c5f55519-bb2b-49d6-a278-c816ea0bcdc8,23f8d550-d0ba-412a-9cd0-aa080ca12c13,"#N/A","#N/A",3f1af26f-43b4-47b0-9b6a-f8d911f49e29,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c6139fd6-574d-4753-82a9-6edcd2e541bc,d225c100-912d-4fe8-9b80-c8df2aaca625,"#N/A","#N/A",558dcef7-e6e7-4d00-a498-884ad6982041,User Needs Help,false,"#N/A",Medium,Existing problem,On Hold,Demo for Partner,"#N/A","#N/A","#N/A",Question,"#N/A"
c62e5ccc-7000-49db-98d6-801078579329,b114bb2e-f811-48b1-8eda-7c8205ac46ea,"#N/A","#N/A",35f7d119-16f6-4d49-a77c-aee5d77e775e,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,New,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c635846b-538b-49e8-a39a-49c6984fb9b5,473d80ec-ed10-4499-a3b6-0157dc16b306,"#N/A","#N/A",25008935-7742-486d-8181-c9da61d257fc,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c647a95b-66d5-417e-8739-339225708ce5,aea5a4ed-5196-48a3-b4d6-93e2a8505c3a,"#N/A","#N/A",2a0ea7cc-1d2f-4226-9d74-30432b4e3ff0,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c6719648-c10e-49d6-84a4-9b5f0cc9164d,750734f6-cd28-4a15-9f84-0c4d14d92c4c,"#N/A","#N/A",f3ee176b-1539-4563-8f91-92dd223d8118,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,On Hold,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
c67565cd-839e-4618-af5c-6c5c050cd8a4,9851b49a-47e8-4dce-b811-06669170ad67,"#N/A","#N/A",54a12d0f-273f-4d9c-ab79-9d4ba24a616d,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c67cf47f-5c5b-43b4-a1b8-082f28678268,5faf4444-81b7-49f6-9f1a-9863753d536b,"#N/A","#N/A",c5168987-e317-4c18-927a-5ed43dc1a220,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Escalated,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
c699fc7d-1936-4928-b37c-809371a046cd,c109dc23-dad4-4699-bf8a-8a2694d617c3,"#N/A","#N/A",806cbe44-cb69-4108-9968-c3eda64884bb,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Escalated,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c6c78c95-3306-413f-a479-7a02265f9d63,8b24c6f6-f2d3-470b-852e-4e888cd4ecdf,"#N/A","#N/A",c4b753d2-5fc5-424a-849d-26dc3c17cc72,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,On Hold,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
c6d9869d-0570-497f-85ee-5ee3bd087bfe,03d34f3a-75f3-403e-9fdd-55f1889edffc,"#N/A","#N/A",20ed603c-f7f4-4937-9105-648e42312f23,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c6e35a7f-f486-4968-9f4e-18af82a00764,0793f8ae-4497-4f78-a6b6-bc24226c8eb8,"#N/A","#N/A",82c5fa1c-9e59-4ed5-b126-2d92d7bb1451,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,On Hold,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c7162c9b-357c-4357-b269-750f8c0d0c0d,f6e667a6-131d-4b16-8dc8-43f94aa13238,"#N/A","#N/A",80cf9697-3e15-49f0-863a-74a3f6852ee8,Prefers Direct Phone Outreach,false,"#N/A",Medium,Complex functionality,Closed,Deciphering Existing / Process,"#N/A","#N/A","#N/A",Problem,"#N/A"
c72a8ac8-7583-4d0a-baad-60c8dd46f3e3,e4831e15-4529-4b41-96c6-aebe491b11bf,"#N/A","#N/A",52fe5526-1ca7-475b-bde9-0119033d09a8,User Needs Help,false,"#N/A",Medium,User didn't attend training,On Hold,Error Message,"#N/A","#N/A","#N/A",Problem,"#N/A"
c73442f3-3776-4d5b-b1d8-1f4d51e7efe6,bf131de7-db83-489c-a98f-c2d3229086fe,"#N/A","#N/A",cf89bd16-165d-43f9-ba24-5bef6f8dfd04,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Pending Approval,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c78a5ffe-8a20-44a7-854e-a60f988fb2bf,35d412dd-7f2a-4d7d-aa74-1631384f297c,"#N/A","#N/A",ac6ff972-7cfc-433f-b97c-091c777f3d7e,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c79280da-305d-4b71-b794-38a21f210197,aea5a4ed-5196-48a3-b4d6-93e2a8505c3a,"#N/A","#N/A",2db19481-c532-490f-89b8-5137c3713038,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,New,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c7b06fac-beda-47a8-b73e-fcd34cfe5881,631a873b-07cd-41f0-be06-8bbfa16fe365,"#N/A","#N/A",fce926d6-f65c-4f9f-bf28-07ce61f2fc05,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Escalated,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
c7c3ff08-3f96-463e-b3d2-e80c1886c662,0c14799f-e704-4a97-a8d4-4d40425370ea,"#N/A","#N/A",7b2afe62-472a-4311-ad58-d2a3af58fc47,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c7cd3781-dce0-4b76-875b-eaf8087c9a86,c109dc23-dad4-4699-bf8a-8a2694d617c3,"#N/A","#N/A",9254da61-ca0a-4221-8417-ce0d589dd7df,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c8118e57-e104-4625-8c8c-cba0f7c83f7e,2c9cf275-9109-48d9-ba27-1086b95cb748,"#N/A","#N/A",cad2ddd4-3ae9-4fcd-9aa5-50b25be7b34e,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,New,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c8168b81-2d50-4188-8a1c-530ad4ab0173,64505adc-85bd-4626-b738-2a502d978215,"#N/A","#N/A",bf9fbe76-9622-4b1e-9ff0-c0c8eb7cb78b,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Pending Approval,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c8362e69-fa00-4460-9d20-884ee5f34d37,35d412dd-7f2a-4d7d-aa74-1631384f297c,"#N/A","#N/A",051b5159-90bc-4a44-808e-b24d4188b08c,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,New,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c84cd5e9-ac58-4f32-bedd-3fe059dc9683,90005ae8-985e-4232-ae1e-dce270069575,"#N/A","#N/A",d7f71026-535d-4f4d-9c24-35944882baa9,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Approved,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
c84f4224-94c0-41bc-bab1-c239a3c3db92,8bc52755-a508-4930-82eb-496bf3c8c324,"#N/A","#N/A",78094f87-5229-4300-93db-48bdd8db7df5,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c9367e8e-bdbc-4896-917d-d29e6c574750,8bc52755-a508-4930-82eb-496bf3c8c324,"#N/A","#N/A",c3279788-0c1e-437e-b472-b4306e5b855a,User Needs Help,false,"#N/A",Medium,User didn't attend training,Rejected,Pricing and subscription questions for non profits,"#N/A","#N/A","#N/A",Question,"#N/A"
c946bb76-c0dc-4abb-9f75-708e8dd8f809,23f8d550-d0ba-412a-9cd0-aa080ca12c13,"#N/A","#N/A",c286c97a-4ce8-4f57-a8e4-447318d4fdab,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c968fad4-fd49-476c-92be-ae556da029d7,23f8d550-d0ba-412a-9cd0-aa080ca12c13,"#N/A","#N/A",4fc2269c-cf6a-4fcf-a8f1-0a1844797b0d,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,On Hold,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
c9eab2c9-aad3-4d6f-b89a-a363c2fdb859,e638edbe-bd4c-44e8-89fc-3bd49c98f589,"#N/A","#N/A",284fd50b-2170-4205-9675-ab311d1b1dd8,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Approved,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
ca92dd6e-113e-46f2-a2c1-d5345cdfa21b,611574b8-6406-4e14-9409-d004d5c05f5a,"#N/A","#N/A",4da3746d-abf3-4b24-b898-9a3422077917,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
cab6388f-6107-466d-b733-45ce9fddd71e,d0482442-b495-40a5-8ddc-77f1f695d94f,"#N/A","#N/A",59c358c2-0973-4367-acef-6713c04bc2ac,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cac3644a-5d38-44ac-9db3-141ba5960249,f7526c1c-26bd-4533-ae76-c6e2fec10ad5,"#N/A","#N/A",82d2d63a-c00b-400a-b708-91275941b363,Prefers Direct Phone Outreach,false,"#N/A",Medium,Instructions not clear,Approved,Questions regarding charts,"#N/A","#N/A","#N/A",Question,"#N/A"
cad4d0bb-2fa7-4e8a-b84e-3dc78f8701be,b36437da-260a-4ee5-9228-e79d443b1fb1,"#N/A","#N/A",90267ca7-2537-4b17-8a1e-b5dfab61e36e,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cb0a7d9c-4933-4110-8196-dc6c1c7df95c,2be610c4-1622-44a9-8438-75e948020c9f,"#N/A","#N/A",b8f89d7f-61f7-4b5e-8f8f-e31ac68b455f,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Escalated,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cb1627aa-89b0-4f0a-a1e1-377f3ccb28a8,c0cb55b8-4b4d-4859-9026-f14763109057,"#N/A","#N/A",151f8c50-04cb-4a94-990d-da232573a4ae,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cb277bb8-4d8e-432d-a19d-05d7eff74204,cb91ee19-e00c-4998-9e4a-b30eb84f0e31,"#N/A","#N/A",f148473e-6a5d-462f-9559-4f5ae384feb0,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Closed,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
cb27f8f8-d5a4-412e-9ea3-62a366b37076,8988155c-2f4b-4674-b884-b4afcb96d5f4,"#N/A","#N/A",eb4a4589-9fdf-40a4-84d6-c553084a1341,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Escalated,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
cb53054f-84ed-4467-bf7c-3f71010fb8cb,49306b27-9905-4425-9f20-0c781ee74c18,"#N/A","#N/A",dc9f0818-7089-44ee-adac-ac3ba5230f7b,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cbd61a34-1ef3-4df5-b643-b927b102c628,5fc8553f-5340-4afa-9995-cc5c256a1447,"#N/A","#N/A",23e21c03-d93d-41d6-bb09-bba0bca40fb2,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cc35e1a5-5f2c-4058-bcb9-3586237b0516,e638edbe-bd4c-44e8-89fc-3bd49c98f589,"#N/A","#N/A",056019d2-5475-4a8b-a0b0-34887f3d6834,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cc679152-2140-4b0b-a596-b583e45b3bad,6f9aeece-ba0d-45b9-afd8-9edbc95a49e7,"#N/A","#N/A",24079948-ce93-4823-8c9d-d163625698bd,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
ccec972c-1d0d-4b7b-b51c-26d424b4f2dd,b8b6050c-135a-491e-9119-30affdbf04f3,"#N/A","#N/A",eae4b5be-0468-44c2-9433-22caf802460e,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Approved,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
ccf493fe-f766-4ccc-9887-470c05e30007,3b35a636-dae9-47d4-8485-3da379ba7c40,"#N/A","#N/A",deb67812-1f9d-466c-b9f6-63ce303d19d6,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cd3a3908-10bb-4638-a6d6-2ff2d8138057,520c26e8-43a5-4fe1-b29e-143a84d0d66c,"#N/A","#N/A",e3ef2260-0efc-459c-94e6-cb65a1ae545c,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Rejected,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cd4c6a53-c18b-4792-8fdd-82acd3e57bd7,50505259-f3bc-4358-a1c2-34f1a8b590df,"#N/A","#N/A",89e8be5c-a52c-424f-925d-21e3c8cf1f70,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cd9bd915-838b-4274-a39a-6c40a204886a,9851b49a-47e8-4dce-b811-06669170ad67,"#N/A","#N/A",3132df7e-10a7-4abe-a8ea-88ff03d9827b,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Pending Approval,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cdeb9493-b13d-4bd6-b7d1-3821f7bd94af,0c14799f-e704-4a97-a8d4-4d40425370ea,"#N/A","#N/A",fa16644c-ec45-4e1c-9c2e-9acb14d829b4,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Approved,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
ce491f18-c4ed-4866-8f09-31a65a7a7f14,8b24c6f6-f2d3-470b-852e-4e888cd4ecdf,"#N/A","#N/A",d25e8f08-7ab9-4a25-9fa8-4d01930a147d,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
ce987465-7c55-409e-824e-d7f8870016e4,02861e42-67c8-454f-8357-a52265b19a3a,"#N/A","#N/A",29282c65-8490-46c1-bd32-561567349cfa,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Rejected,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
ceb1be0b-91b5-4332-abce-6ee61a5028f6,e4831e15-4529-4b41-96c6-aebe491b11bf,"#N/A","#N/A",e7ca8c02-9185-4d98-bce3-90cb3688fdb4,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cedb8a19-74e0-4e0e-8534-0bda7152836a,822c647e-949e-4f5d-8ae8-ec893d9f679c,"#N/A","#N/A",b799992c-6741-4438-ac30-0e5a5aaaa66a,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Pending Approval,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cee34d4c-82f5-46db-b52d-33cd85950761,631178b8-6ebc-41b3-8da4-d946903b5939,"#N/A","#N/A",00efead0-e5e1-4dab-82d3-f5653ac077f5,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
ceeee8ba-6734-4eaa-a696-164379dc7898,473d80ec-ed10-4499-a3b6-0157dc16b306,"#N/A","#N/A",d9062a21-06e3-465e-aa22-e2a37353f17a,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,New,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cf0bfd57-55a6-43aa-889c-335e8bed18e4,57c58a81-a376-44d5-aa92-7c1e797eaa6f,"#N/A","#N/A",3c10c05e-b2d4-48cc-b63e-09b1a4f09c29,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Approved,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
cf30dd9a-bba6-4be5-8cce-e6134a1c6216,2b2e4eef-97ea-4d16-95b0-0b5daed11cdc,"#N/A","#N/A",da128163-79ce-4d6f-97a2-29cb8fc1d217,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Pending Approval,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
cf5369e5-7cf8-4c85-8501-7bf1d1fa8b11,da2074f4-94c3-404f-9023-3992e941dc87,"#N/A","#N/A",0d2bad6e-9167-4a94-8d1e-db1d921ae78c,User Needs Help,false,"#N/A",Medium,User didn't attend training,Approved,Is this possible?,"#N/A","#N/A","#N/A",Question,"#N/A"
cf5a3921-ab69-4005-810a-215e52ba410d,b232b8d9-b3e9-4142-bdca-9348d1b05541,"#N/A","#N/A",b84f7261-aa8e-46f2-bfa6-75ef2b0ad49e,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Rejected,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cf7c0642-0186-4034-b81b-0b277447a021,8ef19b6b-4e1b-4207-a869-0c42aa3b3cd0,"#N/A","#N/A",eae4b5be-0468-44c2-9433-22caf802460e,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
cfd5e755-c931-4f46-8e1b-4566fc9a2b98,73289483-cb1c-416f-bd49-ae2532deeea8,"#N/A","#N/A",51ec23d0-a492-44b2-b137-6ca2ea1228cf,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Escalated,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
d024f08b-c893-424e-b1da-96e30ff18fef,f6e667a6-131d-4b16-8dc8-43f94aa13238,"#N/A","#N/A",7e524d63-498c-4fb3-b8c8-9806640a125f,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
d086d042-1d3d-4610-b9b1-85612fd8c107,01c66fd6-e690-4164-8322-158293db8cba,"#N/A","#N/A",6fef229e-c21f-40a1-86ce-fff6807109e2,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Pending Approval,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
d0ba3796-8d18-43e7-9315-c142d794d8ee,d0d48bb8-163e-4f5e-a858-abbf9fbc38f3,"#N/A","#N/A",1d129b67-3712-4653-b05f-07301c4bb5a5,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Approved,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
d0e42515-2820-4971-936a-e44b27cbeff1,23f8d550-d0ba-412a-9cd0-aa080ca12c13,"#N/A","#N/A",4f7e3ea9-2ebf-431a-aff1-4cd29ba001b1,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Pending Approval,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
d0f2a606-49b8-43b0-802b-8899daac654e,3c797f68-a812-4c9d-83a2-6456e9213e9d,"#N/A","#N/A",6c4e321e-10b8-4c81-b5f6-da200db4f1ad,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
d0faa95a-7e5a-4fb8-9e4f-8b17d6b247d8,b8b6050c-135a-491e-9119-30affdbf04f3,"#N/A","#N/A",75a8c3c7-808d-4eab-a529-d7bf77524bd9,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
d11f3503-aaa2-4a40-9b54-231c04cf1669,e107962e-682e-427b-9360-02e21c9a12d9,"#N/A","#N/A",f2517716-b103-4fc3-b6d6-956d4af84bd7,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Pending Approval,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
d18ad42e-58c7-4d55-9a4a-585a35fa815a,f7f4beaa-ebc7-4d03-a4f3-73041cc205f0,"#N/A","#N/A",a325f68c-2491-4d22-826c-b6365ff2630d,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Pending Approval,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
d19477e6-bdc5-42ee-ac82-ffb215577040,0c14799f-e704-4a97-a8d4-4d40425370ea,"#N/A","#N/A",27d911aa-33c2-4168-8e71-72aa627366f2,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
d1ef20a9-5486-4aea-bfb0-9b549b691cf7,35d412dd-7f2a-4d7d-aa74-1631384f297c,"#N/A","#N/A",89e8be5c-a52c-424f-925d-21e3c8cf1f70,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Escalated,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
d21c4dae-96b7-42cf-a746-6c662c7c80d2,b114bb2e-f811-48b1-8eda-7c8205ac46ea,"#N/A","#N/A",3edc01c1-3dc7-486a-9610-8f82b4204985,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Rejected,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
d22117e3-e5cb-41e9-b3da-df485238f698,3b972796-44cd-4eca-946a-8942d6c7bf20,"#N/A","#N/A",9f8002e5-38dc-4163-936e-e40ec4e6c2cf,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,New,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
d25b3265-d4ff-4f32-82a1-89c234c14d53,02be6fc9-018d-4c1e-9804-53416ee12e3a,"#N/A","#N/A",f7ec16ba-d960-497d-95c4-6cfad0e2768e,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
